Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1747044970,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,460,460,460,460,460,460,460,460,460,21,0,410.0,317.29088090720495,10.618208005325869,715.2979160018731,2172.7619047619046
1747044970,10,,Aggregated,1.300000,0.000000,23,24,29,29,410,460,460,460,460,460,460,52,0,24,478.6872003460303,10.618208005325869,3417.6677499781363,42393.019230769234
1747044971,10,GET,GET /api/books,0.900000,0.000000,23,24,24,25,29,29,29,29,29,29,29,33,0,24,553.7824193024514,12.457250006264076,3417.6677499781363,69597.33333333333
1747044971,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,460,460,460,460,460,460,460,460,460,21,0,410.0,317.29088090720495,10.618208005325869,715.2979160018731,2172.7619047619046
1747044971,10,,Aggregated,1.200000,0.000000,23,24,25,29,410,460,460,460,460,460,460,54,0,24,461.81348770430003,10.618208005325869,3417.6677499781363,43376.666666666664
1747044972,10,GET,GET /api/books,0.900000,0.000000,23,24,24,25,29,29,29,29,29,29,29,34,0,24,538.1799032937338,12.457250006264076,3417.6677499781363,69642.73529411765
1747044972,10,GET,GET /api/books/book-id/:id,0.300000,0.000000,410,410,460,460,460,460,460,460,460,460,460,21,0,410.0,317.29088090720495,10.618208005325869,715.2979160018731,2172.7619047619046
1747044972,10,,Aggregated,1.200000,0.000000,23,24,25,29,410,460,460,460,460,460,460,55,0,24,453.8404583825137,10.618208005325869,3417.6677499781363,43881.472727272725
1747044973,10,GET,GET /api/books,0.700000,0.000000,23,23,24,25,29,29,29,29,29,29,29,34,0,24,538.1799032937338,12.457250006264076,3417.6677499781363,69642.73529411765
1747044973,10,GET,GET /api/books/book-id/:id,0.400000,0.000000,410,410,420,420,460,460,460,460,460,460,460,23,0,410.0,308.5722028715637,10.618208005325869,715.2979160018731,2171.695652173913
1747044973,10,,Aggregated,1.100000,0.000000,23,25,29,410,420,460,460,460,460,460,460,57,0,24,445.5311820707529,10.618208005325869,3417.6677499781363,42417.57894736842
1747044974,10,GET,GET /api/books,0.700000,0.000000,23,24,25,25,27,27,27,27,27,27,27,35,0,24,523.5870441712905,12.457250006264076,3417.6677499781363,69571.0
1747044974,10,GET,GET /api/books/book-id/:id,0.400000,0.000000,410,410,420,420,460,460,460,460,460,460,460,23,0,410.0,308.5722028715637,10.618208005325869,715.2979160018731,2171.695652173913
1747044974,10,,Aggregated,1.100000,0.000000,24,25,410,410,420,460,460,460,460,460,460,58,0,24,438.3225381386402,10.618208005325869,3417.6677499781363,42843.68965517241
1747044975,10,GET,GET /api/books,0.900000,0.000000,22,23,25,25,27,27,27,27,27,27,27,37,0,24,496.29472532369374,12.457250006264076,3417.6677499781363,69547.51351351352
1747044975,10,GET,GET /api/books/book-id/:id,0.400000,0.000000,410,410,420,420,460,460,460,460,460,460,460,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044975,10,,Aggregated,1.300000,0.000000,23,27,410,410,420,460,460,460,460,460,460,61,0,24,424.08407449228,10.618208005325869,3417.6677499781363,43039.19672131148
1747044976,10,GET,GET /api/books,0.900000,0.000000,22,23,25,25,27,27,27,27,27,27,27,37,0,24,496.29472532369374,12.457250006264076,3417.6677499781363,69547.51351351352
1747044976,10,GET,GET /api/books/book-id/:id,0.400000,0.000000,410,410,420,420,460,460,460,460,460,460,460,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044976,10,,Aggregated,1.300000,0.000000,25,27,410,410,420,460,460,460,460,460,460,61,0,24,424.08407449228,10.618208005325869,3417.6677499781363,43039.19672131148
1747044977,10,GET,GET /api/books,0.900000,0.000000,22,23,25,25,27,27,27,27,27,27,27,37,0,24,496.29472532369374,12.457250006264076,3417.6677499781363,69547.51351351352
1747044977,10,GET,GET /api/books/book-id/:id,0.400000,0.000000,410,410,420,420,460,460,460,460,460,460,460,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044977,10,,Aggregated,1.300000,0.000000,25,27,410,410,420,460,460,460,460,460,460,61,0,24,424.08407449228,10.618208005325869,3417.6677499781363,43039.19672131148
1747044978,10,GET,GET /api/books,0.900000,0.000000,23,23,25,25,27,27,27,27,27,27,27,37,0,24,496.29472532369374,12.457250006264076,3417.6677499781363,69547.51351351352
1747044978,10,GET,GET /api/books/book-id/:id,0.400000,0.000000,410,410,420,420,420,420,420,420,420,420,420,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044978,10,,Aggregated,1.300000,0.000000,25,27,410,410,420,420,420,420,420,420,420,61,0,24,424.08407449228,10.618208005325869,3417.6677499781363,43039.19672131148
1747044979,10,GET,GET /api/books,0.600000,0.000000,23,25,27,27,30,30,30,30,30,30,30,39,0,24,471.9617757170151,12.457250006264076,3417.6677499781363,69526.43589743589
1747044979,10,GET,GET /api/books/book-id/:id,0.600000,0.000000,410,410,420,420,420,420,420,420,420,420,420,24,0,410.0,312.7593211271839,10.618208005325869,715.2979160018731,2172.2083333333335
1747044979,10,,Aggregated,1.200000,0.000000,25,27,410,410,410,420,420,420,420,420,420,63,0,24,411.3132215875556,10.618208005325869,3417.6677499781363,43867.68253968254
1747044980,10,GET,GET /api/books,0.600000,0.000000,21,23,25,27,30,30,30,30,30,30,30,40,0,24,460.4102948738728,9.902541991323233,3417.6677499781363,69557.55
